txn_id,timestamp,customer_id,amount,payment_method,issuer,status,failure_code
TXN00705,2026-08-18 15:25:00,CUST0225,6603.66,card,Axis,success,
TXN00706,2026-08-18 11:47:00,CUST0113,3219.29,netbanking,ICICI,success,
TXN00707,2026-08-18 09:35:00,CUST0192,7016.92,upi,,success,
TXN00708,2026-08-18 18:38:00,CUST0003,3243.54,card,SBI,success,
TXN00709,2026-08-18 12:26:00,CUST0177,7259.18,upi,,success,
TXN00710,2026-08-18 18:53:00,CUST0114,2134.02,card,ICICI,success,
TXN00711,2026-08-18 22:03:00,CUST0291,6833.39,wallet,,success,
TXN00712,2026-08-18 13:42:00,CUST0038,678.8,card,ICICI,success,
TXN00713,2026-08-18 14:22:00,CUST0250,1156.49,upi,,success,
TXN00714,2026-08-18 23:12:00,CUST0036,2644.62,wallet,,success,
TXN00715,2026-08-18 20:37:00,CUST0157,1346.3,netbanking,SBI,success,
TXN00716,2026-08-18 09:20:00,CUST0087,2082.47,upi,,success,
TXN00717,2026-08-18 13:53:00,CUST0224,2971.97,netbanking,Axis,success,
TXN00718,2026-08-18 21:19:00,CUST0184,3972.73,card,ICICI,success,
TXN00719,2026-08-18 22:17:00,CUST0042,6890.9,upi,,success,
TXN00720,2026-08-18 13:46:00,CUST0101,7107.74,card,HDFC,success,
TXN00721,2026-08-18 19:01:00,CUST0260,6529.24,wallet,,success,
TXN00722,2026-08-18 23:02:00,CUST0109,4480.01,wallet,,success,
TXN00723,2026-08-18 14:25:00,CUST0077,1902.96,netbanking,ICICI,success,
TXN00724,2026-08-18 10:25:00,CUST0262,3006.34,card,ICICI,success,
TXN00725,2026-08-18 21:32:00,CUST0085,1251.91,upi,,success,
TXN00726,2026-08-18 19:55:00,CUST0290,7746.72,wallet,,success,
TXN00727,2026-08-18 12:48:00,CUST0021,3977.99,card,SBI,success,
TXN00728,2026-08-18 19:13:00,CUST0022,4215.4,netbanking,Axis,success,
TXN00729,2026-08-18 23:02:00,CUST0233,463.25,netbanking,HDFC,success,
TXN00730,2026-08-18 19:53:00,CUST0267,2296.94,netbanking,Kotak,success,
TXN00731,2026-08-18 15:41:00,CUST0090,3121.37,card,Kotak,success,
TXN00732,2026-08-18 17:25:00,CUST0115,2920.25,netbanking,Axis,success,
TXN00733,2026-08-18 17:56:00,CUST0004,1240.9,upi,,success,
TXN00734,2026-08-18 19:17:00,CUST0264,1810.41,upi,,success,
TXN00735,2026-08-18 19:14:00,CUST0061,3404.72,netbanking,HDFC,success,
TXN00736,2026-08-18 16:13:00,CUST0246,4787.71,wallet,,failed,generic_decline
TXN00737,2026-08-18 11:36:00,CUST0023,4799.93,upi,,success,
TXN00738,2026-08-18 23:36:00,CUST0021,1302.89,upi,,success,
TXN00739,2026-08-18 17:25:00,CUST0093,4854.96,card,SBI,success,
TXN00740,2026-08-18 16:38:00,CUST0111,7943.29,wallet,,success,
TXN00741,2026-08-18 18:09:00,CUST0211,6387.74,upi,,success,
TXN00742,2026-08-18 13:10:00,CUST0262,5834.87,netbanking,Axis,success,
TXN00743,2026-08-18 12:24:00,CUST0036,3175.88,card,HDFC,success,
TXN00744,2026-08-18 19:26:00,CUST0259,6638.14,card,ICICI,success,
TXN00745,2026-08-18 23:50:00,CUST0020,4321.73,card,HDFC,success,
TXN00746,2026-08-18 23:38:00,CUST0067,4383.39,card,Axis,success,
TXN00747,2026-08-18 22:02:00,CUST0190,5626.5,wallet,,success,
TXN00748,2026-08-18 21:49:00,CUST0247,3142.71,card,Axis,success,
TXN00749,2026-08-18 21:14:00,CUST0245,7294.17,card,SBI,success,
TXN00750,2026-08-18 15:16:00,CUST0279,1633.81,card,Kotak,success,
TXN00751,2026-08-18 09:24:00,CUST0267,5288.19,netbanking,Axis,success,
TXN00752,2026-08-18 15:41:00,CUST0080,4745.16,netbanking,Kotak,success,
TXN00753,2026-08-18 18:17:00,CUST0188,7935.62,wallet,,success,
TXN00754,2026-08-18 17:50:00,CUST0212,4526.87,upi,,success,
TXN00755,2026-08-18 16:16:00,CUST0285,7909.79,netbanking,Axis,success,
TXN00756,2026-08-18 20:14:00,CUST0061,3655.77,upi,,success,
TXN00757,2026-08-18 15:50:00,CUST0261,2806.74,card,ICICI,success,
TXN00758,2026-08-18 21:05:00,CUST0003,6612.56,wallet,,success,
TXN00759,2026-08-18 10:04:00,CUST0223,2215.27,netbanking,HDFC,success,
TXN00760,2026-08-18 23:25:00,CUST0197,4969.63,netbanking,Kotak,success,
TXN00761,2026-08-18 19:31:00,CUST0090,3595.93,upi,,success,
TXN00762,2026-08-18 13:12:00,CUST0266,413.83,upi,,success,
TXN00763,2026-08-18 14:15:00,CUST0019,5291.9,upi,,success,
TXN00764,2026-08-18 21:25:00,CUST0142,2922.05,wallet,,success,
TXN00765,2026-08-18 17:00:00,CUST0103,5934.87,card,HDFC,success,
TXN00766,2026-08-18 23:37:00,CUST0287,2882.55,netbanking,ICICI,success,
TXN00767,2026-08-18 16:59:00,CUST0100,3321.06,card,SBI,success,
TXN00768,2026-08-18 10:35:00,CUST0260,718.23,netbanking,SBI,success,
TXN00769,2026-08-18 13:56:00,CUST0263,4372.54,netbanking,Axis,success,
TXN00770,2026-08-18 16:49:00,CUST0289,2059.7,netbanking,Axis,success,
TXN00771,2026-08-18 16:07:00,CUST0015,2173.89,wallet,,success,
TXN00772,2026-08-18 19:44:00,CUST0113,1954.95,netbanking,Axis,success,
TXN00773,2026-08-18 17:00:00,CUST0265,5651.43,netbanking,ICICI,success,
TXN00774,2026-08-18 19:47:00,CUST0205,6595.44,card,Kotak,success,
TXN00775,2026-08-18 14:22:00,CUST0244,1865.74,netbanking,ICICI,success,
TXN00776,2026-08-18 16:47:00,CUST0098,1717.38,upi,,success,
TXN00777,2026-08-18 12:12:00,CUST0106,6704.28,netbanking,ICICI,success,
TXN00778,2026-08-18 23:05:00,CUST0062,5455.13,wallet,,success,
TXN00779,2026-08-18 09:54:00,CUST0278,3935.99,netbanking,Axis,success,
TXN00780,2026-08-18 22:17:00,CUST0295,4002.82,netbanking,Axis,success,
TXN00781,2026-08-18 11:03:00,CUST0296,4277.02,wallet,,success,
TXN00782,2026-08-18 09:32:00,CUST0277,2876.22,upi,,success,
TXN00783,2026-08-18 20:33:00,CUST0062,3761.55,card,HDFC,success,
TXN00784,2026-08-18 18:06:00,CUST0195,2704.67,netbanking,ICICI,success,
TXN00785,2026-08-18 13:30:00,CUST0122,7674.44,netbanking,SBI,success,
TXN00786,2026-08-18 12:26:00,CUST0218,5650.59,netbanking,SBI,success,
TXN00787,2026-08-18 16:11:00,CUST0144,4635.57,upi,,success,
TXN00788,2026-08-18 21:15:00,CUST0139,4509.42,wallet,,success,
TXN00789,2026-08-18 16:51:00,CUST0077,226.48,wallet,,success,
TXN00790,2026-08-18 17:46:00,CUST0265,2628.46,wallet,,success,
TXN00791,2026-08-18 22:36:00,CUST0288,524.52,card,ICICI,success,
TXN00792,2026-08-18 16:53:00,CUST0131,5094.42,wallet,,success,
TXN00793,2026-08-18 14:23:00,CUST0134,4548.75,netbanking,SBI,failed,generic_decline
TXN00794,2026-08-18 14:55:00,CUST0063,5484.75,upi,,success,
TXN00795,2026-08-18 11:49:00,CUST0276,2384.18,netbanking,Kotak,success,
TXN00796,2026-08-18 23:05:00,CUST0229,3141.41,netbanking,Axis,success,
TXN00797,2026-08-18 22:10:00,CUST0075,5178.56,netbanking,Axis,success,
TXN00798,2026-08-18 15:54:00,CUST0293,7270.52,card,ICICI,success,
TXN00799,2026-08-18 14:41:00,CUST0161,2437.15,netbanking,Kotak,success,
TXN00800,2026-08-18 23:28:00,CUST0139,6280.65,netbanking,Kotak,success,
TXN00801,2026-08-18 15:10:00,CUST0231,1593.51,card,ICICI,success,
TXN00802,2026-08-18 20:44:00,CUST0129,6035.46,upi,,success,
TXN00803,2026-08-18 10:04:00,CUST0053,7503.83,wallet,,success,
TXN00804,2026-08-18 21:25:00,CUST0014,4263.26,card,HDFC,success,
TXN00805,2026-08-18 10:41:00,CUST0080,7462.98,wallet,,success,
TXN00806,2026-08-18 20:18:00,CUST0127,3628.81,upi,,success,
TXN00807,2026-08-18 09:02:00,CUST0088,5358.86,netbanking,Axis,success,
TXN00808,2026-08-18 23:17:00,CUST0277,4456.08,upi,,success,
TXN00809,2026-08-18 11:37:00,CUST0277,4841.04,wallet,,success,
TXN00810,2026-08-18 13:58:00,CUST0274,2875.27,upi,,success,
TXN00811,2026-08-18 13:23:00,CUST0227,3385.8,upi,,success,
TXN00812,2026-08-18 17:52:00,CUST0001,6102.6,upi,,success,
TXN00813,2026-08-18 17:00:00,CUST0241,5548.99,wallet,,success,
TXN00814,2026-08-18 13:00:00,CUST0245,6162.07,netbanking,Kotak,success,
TXN00815,2026-08-18 17:23:00,CUST0004,1630.28,wallet,,success,
TXN00816,2026-08-18 20:47:00,CUST0084,5221.03,wallet,,success,
TXN00817,2026-08-18 15:40:00,CUST0041,2030.56,netbanking,SBI,success,
TXN00818,2026-08-18 21:17:00,CUST0273,3391.3,card,ICICI,success,
TXN00819,2026-08-18 19:29:00,CUST0057,4999.18,netbanking,Kotak,success,
TXN00820,2026-08-18 09:09:00,CUST0165,539.61,card,ICICI,success,
TXN00821,2026-08-18 13:08:00,CUST0145,5764.29,card,ICICI,success,
TXN00822,2026-08-18 16:13:00,CUST0008,2834.02,netbanking,Axis,success,
TXN00823,2026-08-18 20:50:00,CUST0238,399.14,card,ICICI,success,
TXN00824,2026-08-18 10:34:00,CUST0201,3840.65,upi,,success,
TXN00825,2026-08-18 22:24:00,CUST0129,6651.78,card,ICICI,success,
TXN00826,2026-08-18 12:47:00,CUST0227,7957.1,upi,,success,
TXN00827,2026-08-18 17:42:00,CUST0049,7859.61,wallet,,success,
TXN00828,2026-08-18 23:20:00,CUST0160,1395.1,card,Kotak,success,
TXN00829,2026-08-18 16:40:00,CUST0130,2495.68,netbanking,HDFC,success,
TXN00830,2026-08-18 10:15:00,CUST0112,5118.34,netbanking,HDFC,success,
TXN00831,2026-08-18 18:07:00,CUST0142,3257.1,upi,,failed,generic_decline
TXN00832,2026-08-18 18:50:00,CUST0022,5572.4,upi,,success,
TXN00833,2026-08-18 12:10:00,CUST0046,4074.37,netbanking,HDFC,success,
TXN00834,2026-08-18 20:34:00,CUST0079,6363.01,upi,,success,
TXN00835,2026-08-18 17:50:00,CUST0163,5210.47,netbanking,Axis,success,
TXN00836,2026-08-18 20:24:00,CUST0011,2961.61,upi,,success,
TXN00837,2026-08-18 16:45:00,CUST0021,3584.38,netbanking,Kotak,success,
TXN00838,2026-08-18 18:11:00,CUST0098,4417.42,netbanking,Axis,success,
TXN00839,2026-08-18 11:04:00,CUST0284,4319.43,wallet,,success,
TXN00840,2026-08-18 17:23:00,CUST0135,3714.52,wallet,,success,
TXN00841,2026-08-18 18:54:00,CUST0010,3007.99,upi,,success,
TXN00842,2026-08-18 19:34:00,CUST0033,6579.54,upi,,success,
TXN00843,2026-08-18 21:35:00,CUST0255,1359.93,netbanking,SBI,success,
TXN00844,2026-08-18 10:06:00,CUST0165,4257.12,card,HDFC,success,
TXN00845,2026-08-18 11:55:00,CUST0067,395.5,card,Axis,success,
TXN00846,2026-08-18 18:41:00,CUST0017,6714.95,wallet,,success,
TXN00847,2026-08-18 09:23:00,CUST0132,1882.67,card,HDFC,success,
TXN00848,2026-08-18 19:31:00,CUST0107,7437.97,card,Axis,success,
TXN00849,2026-08-18 14:35:00,CUST0032,5986.3,wallet,,success,
TXN00850,2026-08-18 22:39:00,CUST0030,2236.65,card,HDFC,success,
TXN00851,2026-08-18 12:33:00,CUST0040,912.39,upi,,success,
TXN00852,2026-08-18 12:33:00,CUST0098,5306.48,upi,,success,
TXN00853,2026-08-18 15:47:00,CUST0286,978.29,netbanking,Axis,success,
TXN00854,2026-08-18 23:06:00,CUST0219,1459.45,upi,,success,
TXN00855,2026-08-18 14:42:00,CUST0259,1391.69,wallet,,success,
TXN00856,2026-08-18 17:20:00,CUST0162,6782.1,wallet,,success,
TXN00857,2026-08-18 22:46:00,CUST0221,2689.09,upi,,success,
TXN00858,2026-08-18 15:49:00,CUST0110,4469.37,netbanking,SBI,success,
TXN00859,2026-08-18 15:00:00,CUST0230,5851.56,netbanking,Kotak,failed,generic_decline
TXN00860,2026-08-18 23:19:00,CUST0070,201.57,upi,,success,
TXN00861,2026-08-18 09:49:00,CUST0162,6602.23,netbanking,Kotak,success,
TXN00862,2026-08-18 23:36:00,CUST0293,1364.51,card,Axis,success,
TXN00863,2026-08-18 13:23:00,CUST0071,7133.56,upi,,success,
TXN00864,2026-08-18 10:36:00,CUST0154,3288.42,upi,,success,
TXN00865,2026-08-18 21:30:00,CUST0167,1507.28,card,Kotak,success,
TXN00866,2026-08-18 20:51:00,CUST0020,4673.83,card,HDFC,success,
TXN00867,2026-08-18 14:56:00,CUST0172,6564.56,wallet,,success,
TXN00868,2026-08-18 22:49:00,CUST0062,1929.73,card,Axis,success,
TXN00869,2026-08-18 09:20:00,CUST0269,4388.45,upi,,success,
TXN00870,2026-08-18 11:03:00,CUST0114,5438.04,wallet,,success,
TXN00871,2026-08-18 17:05:00,CUST0295,1893.37,netbanking,Axis,success,
TXN00872,2026-08-18 10:30:00,CUST0173,4635.81,card,Kotak,success,
TXN00873,2026-08-18 15:32:00,CUST0044,3560.76,upi,,success,
TXN00874,2026-08-18 17:12:00,CUST0247,3979.71,upi,,success,
TXN00875,2026-08-18 12:15:00,CUST0269,712.41,wallet,,success,
TXN00876,2026-08-18 10:07:00,CUST0295,5423.22,wallet,,success,
TXN00877,2026-08-18 14:22:00,CUST0098,4811.94,card,SBI,failed,card_expired
TXN00878,2026-08-18 18:52:00,CUST0180,7922.75,wallet,,success,
TXN00879,2026-08-18 09:59:00,CUST0226,6572.65,upi,,success,
TXN00880,2026-08-18 21:46:00,CUST0080,6844.2,card,HDFC,success,
TXN00881,2026-08-18 22:53:00,CUST0076,6588.05,card,SBI,success,
TXN00882,2026-08-18 13:28:00,CUST0057,3848.84,netbanking,ICICI,success,
TXN00883,2026-08-18 12:34:00,CUST0109,4257.64,netbanking,Kotak,success,
TXN00884,2026-08-18 20:44:00,CUST0073,5395.85,wallet,,success,
TXN00885,2026-08-18 09:16:00,CUST0270,1487.01,netbanking,ICICI,success,
TXN00886,2026-08-18 09:29:00,CUST0139,5289.85,card,HDFC,success,
TXN00887,2026-08-18 19:54:00,CUST0139,7316.02,netbanking,HDFC,failed,generic_decline
TXN00888,2026-08-18 12:24:00,CUST0198,4142.04,card,SBI,success,
TXN00889,2026-08-18 10:11:00,CUST0273,1711.17,wallet,,success,
TXN00890,2026-08-18 09:15:00,CUST0012,7389.82,netbanking,SBI,success,
TXN00891,2026-08-18 09:22:00,CUST0081,5521.84,netbanking,SBI,success,
TXN00892,2026-08-18 13:51:00,CUST0257,636.78,netbanking,Axis,success,
TXN00893,2026-08-18 17:17:00,CUST0016,1920.82,netbanking,Axis,success,
TXN00894,2026-08-18 20:24:00,CUST0045,4237.64,upi,,success,
TXN00895,2026-08-18 11:27:00,CUST0294,7768.72,netbanking,Axis,success,
TXN00896,2026-08-18 19:08:00,CUST0106,4711.09,upi,,success,
TXN00897,2026-08-18 20:45:00,CUST0159,7204.35,upi,,success,
TXN00898,2026-08-18 19:59:00,CUST0075,4584.03,upi,,success,
TXN00899,2026-08-18 17:46:00,CUST0286,1079.34,netbanking,ICICI,success,
TXN00900,2026-08-18 23:26:00,CUST0164,7695.39,netbanking,Axis,success,
TXN00901,2026-08-18 11:49:00,CUST0141,1625.28,upi,,success,
TXN00902,2026-08-18 18:36:00,CUST0137,4957.04,upi,,success,
TXN00903,2026-08-18 14:05:00,CUST0014,5551.91,wallet,,success,
TXN00904,2026-08-18 20:41:00,CUST0241,3085.58,wallet,,success,
TXN00905,2026-08-18 11:12:00,CUST0071,1926.24,wallet,,success,
TXN00906,2026-08-18 23:17:00,CUST0008,7609.05,upi,,success,
TXN00907,2026-08-18 21:13:00,CUST0104,669.17,wallet,,success,
TXN00908,2026-08-18 20:20:00,CUST0251,6954.18,upi,,success,
TXN00909,2026-08-18 18:47:00,CUST0022,6620.98,netbanking,Axis,success,
TXN00910,2026-08-18 18:34:00,CUST0293,4273.06,card,Kotak,success,
TXN00911,2026-08-18 22:56:00,CUST0234,482.96,upi,,success,
TXN00912,2026-08-18 20:02:00,CUST0203,4527.95,card,ICICI,success,
TXN00913,2026-08-18 23:19:00,CUST0204,6223.36,netbanking,Axis,success,
TXN00914,2026-08-18 18:58:00,CUST0151,578.19,upi,,success,
TXN00915,2026-08-18 10:46:00,CUST0232,4080.16,upi,,success,
TXN00916,2026-08-18 11:25:00,CUST0280,3396.44,wallet,,failed,generic_decline
TXN00917,2026-08-18 18:57:00,CUST0233,5744.18,upi,,success,
TXN00918,2026-08-18 13:20:00,CUST0047,5579.98,upi,,success,
TXN00919,2026-08-18 10:07:00,CUST0064,5693.88,netbanking,HDFC,success,
TXN00920,2026-08-18 20:50:00,CUST0197,7805.25,upi,,success,
TXN00921,2026-08-18 09:49:00,CUST0195,1491.45,netbanking,Kotak,success,
TXN00922,2026-08-18 11:55:00,CUST0077,1285.17,card,Axis,success,
TXN00923,2026-08-18 13:40:00,CUST0229,1568.46,upi,,success,
TXN00924,2026-08-18 18:48:00,CUST0002,2136.92,wallet,,success,
TXN00925,2026-08-18 17:51:00,CUST0256,195.14,wallet,,success,
TXN00926,2026-08-18 16:26:00,CUST0244,3618.72,card,ICICI,success,
TXN00927,2026-08-18 18:40:00,CUST0143,4526.76,upi,,failed,generic_decline
TXN00928,2026-08-18 09:41:00,CUST0076,2889.81,upi,,success,
TXN00929,2026-08-18 22:38:00,CUST0296,2492.77,card,HDFC,success,
TXN00930,2026-08-18 11:43:00,CUST0092,2382.39,upi,,success,
TXN00931,2026-08-18 14:59:00,CUST0297,431.34,netbanking,SBI,success,
TXN00932,2026-08-18 22:04:00,CUST0195,6103.77,card,SBI,success,
TXN00933,2026-08-18 20:55:00,CUST0063,2304.19,wallet,,success,
TXN00934,2026-08-18 18:03:00,CUST0108,1008.02,card,Axis,success,
TXN00935,2026-08-18 15:38:00,CUST0148,6805.21,netbanking,Kotak,success,
TXN00936,2026-08-18 23:08:00,CUST0182,4972.18,wallet,,success,
TXN00937,2026-08-18 16:51:00,CUST0255,1562.27,upi,,success,
TXN00938,2026-08-18 09:07:00,CUST0100,338.3,card,ICICI,success,
TXN00939,2026-08-18 15:02:00,CUST0213,2770.27,upi,,failed,generic_decline
TXN00940,2026-08-18 20:18:00,CUST0104,2147.18,card,SBI,success,
TXN00941,2026-08-18 14:49:00,CUST0282,198.13,netbanking,SBI,success,
TXN00942,2026-08-18 18:01:00,CUST0292,6681.54,upi,,success,
TXN00943,2026-08-18 23:43:00,CUST0174,3911.0,wallet,,success,
TXN00944,2026-08-18 16:09:00,CUST0070,5073.52,netbanking,Axis,success,
TXN00945,2026-08-18 23:47:00,CUST0212,589.77,netbanking,Kotak,success,
TXN00946,2026-08-18 17:34:00,CUST0162,296.94,netbanking,SBI,success,
TXN00947,2026-08-18 13:53:00,CUST0077,394.71,wallet,,success,
TXN00948,2026-08-18 18:38:00,CUST0085,3208.1,card,SBI,failed,card_expired
TXN00949,2026-08-18 20:02:00,CUST0162,2281.25,card,Axis,success,
TXN00950,2026-08-18 16:53:00,CUST0191,7613.2,upi,,success,
TXN00951,2026-08-18 10:23:00,CUST0090,6311.81,upi,,success,
TXN00952,2026-08-18 17:01:00,CUST0228,6422.35,upi,,success,
TXN00953,2026-08-18 20:55:00,CUST0248,4260.48,netbanking,ICICI,success,
TXN00954,2026-08-18 22:33:00,CUST0051,5462.23,upi,,success,
TXN00955,2026-08-18 16:24:00,CUST0019,5752.37,card,HDFC,success,
TXN00956,2026-08-18 19:54:00,CUST0023,4815.16,card,SBI,success,
TXN00957,2026-08-18 10:33:00,CUST0024,6164.51,netbanking,HDFC,success,
TXN00958,2026-08-18 19:57:00,CUST0160,1797.29,upi,,success,
TXN00959,2026-08-18 17:20:00,CUST0142,6216.38,card,SBI,success,
TXN00960,2026-08-18 10:00:00,CUST0141,7672.64,card,ICICI,success,
TXN00961,2026-08-18 14:17:00,CUST0282,1261.22,netbanking,Kotak,success,
TXN00962,2026-08-18 13:39:00,CUST0037,7154.11,wallet,,success,
TXN00963,2026-08-18 16:57:00,CUST0015,5452.64,card,Axis,success,
TXN00964,2026-08-18 15:11:00,CUST0219,5681.72,wallet,,success,
TXN00965,2026-08-18 14:52:00,CUST0160,1705.46,card,Axis,success,
TXN00966,2026-08-18 22:51:00,CUST0048,7369.56,wallet,,success,
TXN00967,2026-08-18 19:41:00,CUST0159,5725.19,wallet,,success,
TXN00968,2026-08-18 11:55:00,CUST0115,7181.25,netbanking,SBI,success,
TXN00969,2026-08-18 21:55:00,CUST0170,7076.87,wallet,,success,
TXN00970,2026-08-18 16:07:00,CUST0034,2908.81,wallet,,success,
TXN00971,2026-08-18 21:22:00,CUST0145,4894.86,upi,,success,
TXN00972,2026-08-18 22:45:00,CUST0208,6404.55,netbanking,Kotak,success,
TXN00973,2026-08-18 17:29:00,CUST0155,3296.41,wallet,,success,
TXN00974,2026-08-18 17:10:00,CUST0125,7795.05,wallet,,success,
TXN00975,2026-08-18 22:44:00,CUST0107,4789.12,wallet,,success,
TXN00976,2026-08-18 17:44:00,CUST0176,2003.81,card,Kotak,success,
TXN00977,2026-08-18 18:38:00,CUST0059,3783.83,card,Axis,success,
TXN00978,2026-08-18 10:38:00,CUST0208,1003.65,wallet,,success,
TXN00979,2026-08-18 10:13:00,CUST0032,6563.71,card,ICICI,success,
TXN00980,2026-08-18 17:18:00,CUST0232,3211.36,wallet,,success,
TXN00981,2026-08-18 13:36:00,CUST0163,6385.62,netbanking,Axis,success,
TXN00982,2026-08-18 10:37:00,CUST0177,213.74,wallet,,success,
TXN00983,2026-08-18 09:23:00,CUST0151,7223.44,card,HDFC,success,
TXN00984,2026-08-18 10:55:00,CUST0184,2365.34,card,ICICI,success,
TXN00985,2026-08-18 19:20:00,CUST0202,5737.42,wallet,,success,
TXN00986,2026-08-18 12:42:00,CUST0280,1511.27,upi,,success,
TXN00987,2026-08-18 22:59:00,CUST0197,2978.26,wallet,,success,
TXN00988,2026-08-18 11:00:00,CUST0065,713.21,card,ICICI,success,
TXN00989,2026-08-18 19:27:00,CUST0250,7803.55,upi,,success,
TXN00990,2026-08-18 22:29:00,CUST0213,7164.62,wallet,,success,
TXN00991,2026-08-18 17:27:00,CUST0233,4483.59,wallet,,success,
TXN00992,2026-08-18 11:27:00,CUST0116,4895.9,wallet,,success,
TXN00993,2026-08-18 20:32:00,CUST0122,2263.62,netbanking,HDFC,success,
TXN00994,2026-08-18 16:45:00,CUST0291,3043.34,wallet,,success,
TXN00995,2026-08-18 11:46:00,CUST0041,5890.65,netbanking,Axis,success,
TXN00996,2026-08-18 23:39:00,CUST0268,844.3,wallet,,success,
TXN00997,2026-08-18 19:40:00,CUST0040,4382.7,netbanking,Kotak,success,
TXN00998,2026-08-18 17:49:00,CUST0176,234.65,wallet,,success,
TXN00999,2026-08-18 18:46:00,CUST0241,2752.38,netbanking,SBI,success,
TXN01000,2026-08-18 20:59:00,CUST0019,4841.45,netbanking,Kotak,success,
TXN01001,2026-08-19 18:10:00,CUST0243,4646.95,netbanking,Kotak,failed,generic_decline
TXN01002,2026-08-19 10:08:00,CUST0249,4118.93,netbanking,SBI,success,
TXN01003,2026-08-19 13:54:00,CUST0144,2167.1,card,Kotak,success,
TXN01004,2026-08-19 19:28:00,CUST0078,3052.67,upi,,success,
TXN01005,2026-08-19 16:11:00,CUST0121,6425.07,card,SBI,success,
TXN01006,2026-08-19 18:59:00,CUST0075,6600.53,wallet,,success,
TXN01007,2026-08-19 21:24:00,CUST0212,2017.89,wallet,,success,
TXN01008,2026-08-19 12:36:00,CUST0086,5914.73,netbanking,HDFC,success,
TXN01009,2026-08-19 09:10:00,CUST0060,3792.52,wallet,,success,
TXN01010,2026-08-19 12:24:00,CUST0273,5515.55,wallet,,success,
TXN01011,2026-08-19 17:55:00,CUST0075,3562.66,netbanking,Axis,success,
TXN01012,2026-08-19 17:43:00,CUST0162,7653.59,card,Kotak,success,
TXN01013,2026-08-19 18:58:00,CUST0222,5268.72,netbanking,SBI,success,
TXN01014,2026-08-19 13:41:00,CUST0051,4735.79,wallet,,success,
TXN01015,2026-08-19 20:43:00,CUST0124,4771.49,upi,,success,
TXN01016,2026-08-19 14:35:00,CUST0093,233.04,card,HDFC,failed,generic_decline
TXN01017,2026-08-19 17:06:00,CUST0051,5531.17,netbanking,ICICI,success,
TXN01018,2026-08-19 12:02:00,CUST0129,336.05,card,HDFC,success,
TXN01019,2026-08-19 18:40:00,CUST0112,1106.05,card,HDFC,success,
TXN01020,2026-08-19 15:42:00,CUST0067,6146.28,upi,,success,
TXN01021,2026-08-19 13:18:00,CUST0095,3815.6,card,Axis,success,
TXN01022,2026-08-19 21:27:00,CUST0142,5583.94,netbanking,SBI,success,
TXN01023,2026-08-19 13:49:00,CUST0038,639.74,wallet,,success,
TXN01024,2026-08-19 13:52:00,CUST0031,2227.62,wallet,,success,
TXN01025,2026-08-19 18:25:00,CUST0103,1550.77,wallet,,success,
TXN01026,2026-08-19 21:27:00,CUST0277,1864.33,card,Axis,success,
TXN01027,2026-08-19 09:04:00,CUST0053,702.74,netbanking,Axis,failed,generic_decline
TXN01028,2026-08-19 11:41:00,CUST0255,5176.63,card,Axis,success,
TXN01029,2026-08-19 23:25:00,CUST0169,4660.93,wallet,,success,
TXN01030,2026-08-19 22:46:00,CUST0207,6280.36,card,Kotak,success,
TXN01031,2026-08-19 20:52:00,CUST0197,6271.66,card,Kotak,success,
TXN01032,2026-08-19 14:43:00,CUST0184,2527.2,card,HDFC,success,
TXN01033,2026-08-19 10:53:00,CUST0175,3758.17,netbanking,ICICI,success,
TXN01034,2026-08-19 15:42:00,CUST0021,1649.37,wallet,,success,
TXN01035,2026-08-19 16:05:00,CUST0184,7098.93,wallet,,success,
TXN01036,2026-08-19 09:12:00,CUST0072,349.11,upi,,success,
TXN01037,2026-08-19 21:34:00,CUST0033,5200.75,wallet,,success,
TXN01038,2026-08-19 09:02:00,CUST0231,2813.39,netbanking,HDFC,success,
TXN01039,2026-08-19 21:41:00,CUST0109,5388.43,wallet,,success,
TXN01040,2026-08-19 11:47:00,CUST0275,4697.86,card,HDFC,success,
TXN01041,2026-08-19 19:01:00,CUST0251,3849.07,card,ICICI,success,
TXN01042,2026-08-19 09:11:00,CUST0067,5116.39,netbanking,HDFC,success,
TXN01043,2026-08-19 22:37:00,CUST0088,652.07,card,HDFC,success,
TXN01044,2026-08-19 10:51:00,CUST0113,1740.73,netbanking,Axis,success,
TXN01045,2026-08-19 17:08:00,CUST0295,2674.48,upi,,success,
TXN01046,2026-08-19 14:04:00,CUST0089,1097.85,upi,,success,
TXN01047,2026-08-19 20:23:00,CUST0087,4494.25,wallet,,success,
TXN01048,2026-08-19 09:08:00,CUST0298,934.75,wallet,,success,
TXN01049,2026-08-19 23:31:00,CUST0009,783.67,card,ICICI,success,
TXN01050,2026-08-19 15:44:00,CUST0146,6488.18,wallet,,success,
TXN01051,2026-08-19 11:40:00,CUST0106,2276.96,wallet,,success,
TXN01052,2026-08-19 18:44:00,CUST0090,445.33,upi,,success,
TXN01053,2026-08-19 19:52:00,CUST0046,6293.28,netbanking,Axis,failed,generic_decline
TXN01054,2026-08-19 12:07:00,CUST0121,7894.84,card,Kotak,success,
TXN01055,2026-08-19 17:14:00,CUST0277,3794.1,upi,,success,
TXN01056,2026-08-19 10:50:00,CUST0100,1321.36,wallet,,success,
TXN01057,2026-08-19 19:59:00,CUST0082,488.46,netbanking,SBI,success,
